						
 	Title	Views	Likes	Comments		
	"Sống trong căn chòi đầy U ÁM, khổ tâm vì có người chồng TÂM THẦN lang thang | Tập 594"	"17,978"	346	8		
	Cô gái thật thà nhặt ve chai bất ngờ có được ước mơ #tiếnnguyễntv #kếtnốiyêuthương #kếtnốiyêuthương	"222,763"	"3,010"	67		
	“BẬT KHÓC NỨC NỞ” bỗng dưng ƯỚC MƠ trở thành sự thật sau một đêm | Tập 593	"264,022"	"5,521"	394		
	HÀNH TRÌNH thực hiện ƯỚC MƠ cho gia đình người phụ nữ nhặt rác | Tập 592	"12,257"	435	21		
	Người cha vui mừng vì đã có được ánh sáng trong căn chòi rách #kếtnốiyêuthương #thiệnnguyện	"3,698"	75	1		
	Người đàn ông hoá TÂM THẦN khi đi làm kiếm tiền nuôi cha mẹ già #tiếnnguyễntv #kếtnốiyêuthương	"9,199"	119	2		
	Sống trong CĂN CHÒI RÁCH NÁT người cha nuôi con TÂM THẦN cả cuộc đời | Tập 591	"12,225"	403	25		
	2 MẸ CON ăn đu đủ sống để tồn tại trong rừng #tiếnnguyễntv #kếtnốiyêuthương #thiệnnguyện	"4,039"	70	2		
	ƯỚC MƠ của người mẹ trẻ nghèo nhất miền núi #tiếnnguyễntv #kếtnốiyêuthương #thiệnnguyện	"3,652"	46	0		
	"3 MẸ CON sống trong căn nhà RÁCH NÁT, mọi thứ được nhặt từ VE CHAI | Tập 590"	"34,623"	632	20		
	Cô gái ôm con vào rừng sử dụng nguồn nước dưới lồng đất #tiếnnguyễntv #thiệnnguyện #kếtnốiyêuthương	"3,396"	86	3		
	"2 MẸ CON trú ẩn trong căn chòi rách nát, sống cùng động vật, ăn ĐU ĐỦ để tồn tại | Tập 589"	"8,527"	236	9		
	Tặng quà cho người đàn ông được mệnh danh là người rừng sống trên núi #tiếnnguyễntv #thiệnnguyện	"20,557"	92	1		
	Lang thang trong rừng sâu phát hiện bộ lạc người RAGLAI #tiếnnguyễntv #thiệnnguyện #kếtnốiyêuthương	"1,932"	46	2		
	GIẢ VỜ bán đèn năng lượng trả góp kiếm tiền ăn TẾT và phản ứng của CÔ GÁI TRẺ | Tập 588	"68,915"	986	28		
	Sống như người rừng bên trong căn chòi trên núi #tiếnnguyễntv #thiệnnguyện #kếtnốiyêuthương	"3,507"	31	0		
	"SỐNG NHƯ NGƯỜI RỪNG trong căn chòi rách, người đàn ông VUI MỪNG khi nhận được quà | Tập 587"	"1,953"	135	8		
	3 người phụ nữ có KHỐI U mọc khắp cơ thể ước mơ tìm được hạnh phúc #thiệnnguyện #kếtnốiyêuthương	"2,143"	33	0		
	"BẤT NGỜ phát hiện 3 người phụ nữ NGHÈO sống trong rừng, có KHỐI U khắp cơ thể. Tập 586"	"2,400"	112	5		
	Phong tục về người đã khuất của người dân tộc RAGLAY #tiếnnguyễntv #thiệnnguyện #kếtnốiyêuthương	"9,736"	57	0		
	Người phụ nữ nghèo và món ăn ngon nhất đối với cô #tiếnnguyễntv #thiệnnguyện #kếtnốiyêuthương	"16,626"	144	3		
	ĐỘT NHẬP VÀO CĂN CHÒI TRÊN NÚI CỦA NGƯỜI RAGLAI #thiệnnguyện #tiếnnguyễntv #kếtnốiyêuthương	"2,452"	36	0		
	"NGƯỜI PHỤ NỮ nghèo, sống trong căn chòi nát, ƯỚC MƠ có được gạo ăn. Tập 585"	"3,431"	173	10		
	“SỐNG TRONG CĂN CHÒI RÁCH NÁT” người phụ nữ ĐAU LÒNG vì quá nhớ chồng. Tập 584	"4,010"	195	11		
	2 mẹ con sống trong căn chòi rách và ước mơ của cậu bé không thể thực hiện được #thiệnnguyện	"8,814"	182	7		
	"THẢM HOẠ căn chòi bị cháy và nước lũ cuốn trôi,cụ bà phải sống lang thang #thiệnnguyện#tiếnnguyễntv"	"1,725"	34	0		
	Sống trong CĂN CHÒI RÁCH NÁT cụ bà phải sống lang thang trong rừng. Tập 583	"2,848"	164	8		
	CỤ BÀ khóc vì con đến sắp mù loà phải vào rừng HẺO LÁNH để ở #thiệnnguyện #kếtnốiyêuthương	"1,593"	39	0		
	Cô THIẾU NỮ ôm con vào rừng ăn khoai để tồn tại #thiệnnguyện #tiếnnguyễntv #kếtnốiyêuthương	"9,370"	51	3		
	Hoàn thiện căn nhà tình thương số 73 đẹp lung linh trên núi #thiệnnguyện #giúpđỡngườinghèo	"2,030"	33	0		
	"“CỤ BÀ KHÓC NỨC NỞ” trong rừng, phải bán hết nhà cửa vì con làm ăn ĐỔ NỢ. Tập 582"	"4,126"	176	6		
	"Sống trong căn chòi RÁCH NÁT chờ chồng, cả đời không có HẠT GẠO để ăn. Tập 581"	"4,793"	196	9		
	"Lần đầu NHẬN QUÀ LỚN, người đàn ông cười đến RỤNG RĂNG. Tập 580"	"10,599"	215	6		
	Hôm Nay Tiến Sẽ Đưa Cô Bác Anh Chị Đi Đào Khoai Rừng Cùng Tiến Nha #thiệnnguyện #giúpđỡngườinghèo	"3,337"	52	1		
	3 MẸ CON bị nhà chồng đuổi vào rừng trú ẩn. BẤT NGỜ đổi đời chỉ sau 1 đêm. Tập 579	"172,507"	"2,104"	141		
	VƯỢT NÚI đầy gian khó…xây dựng căn nhà TÌNH THƯƠNG cho 2 mẹ con đẹp lung linh giữa núi rừng. Tập 578	"11,014"	310	17		
	"NGƯỜI MẸ TRẺ TUỔI NHẤT MIỀN NÚI, ôm con vào rừng sâu trú ẩn đợi chồng về. Tập 577"	"5,468"	213	14		
	"BẤT NGỜ..khi nhìn thấy căn chòi SỤP ĐỔ của bà lão, gặp SỰ CỐ lạc vào rừng sâu. Tập 576"	"2,963"	175	11		
	"Vào rừng sâu phát hiện 3 bà cháu bị BỎ RƠI, sống như NGƯỜI RỪNG #thiệnnguyện #giúpđỡngườinghèo"	"2,967"	35	2		
	"BẤT NGỜ..Hai đứa bé trở thành trẻ MỒ CÔI, sống cùng BÀ LÃO trong căn chòi rách trên núi. Tập 575"	"8,032"	309	17		
	"“VỠ OÀ CẢM XÚC” 300 phần quà được trao tận tay người dân nghèo MIỀN NÚI, vui như LỄ HỘI. Tập 574"	"1,914"	146	10		
	"Chị Quý bán gà phục vụ đời sống, không may bị ép giá TRẮNG TRỢN, khổ càng thêm khổ. Tập 573"	"3,479"	187	8		
	“KHÓC CẠN NƯỚC MẮT” chồng bất ngờ đưa NHÂN TÌNH về nhà đòi ở chung. Tập 572	"3,726"	168	7		
	"ÔNG BÀ LÃO cả đời cực khổ, phải sống trong căn chòi nát, ăn cháo sống qua ngày. Tập 571"	"1,807"	112	9		
	"NGƯỜI PHỤ NỮ Bị Bệnh Tim, Sống 4 Năm Trong Lều Chật Sau Khi Bị Bỏ Rơi. Tập 570"	"1,833"	135	8		
	"Cuộc sống KHỐN KHÓ, 2 bà cháu sống TẠM BỢ trong căn chòi giữa cánh đồng ngô. tập 569"	"2,023"	108	6		
	"Sống trong căn chòi RÁCH NÁT, không có gạo ăn, nguy hiểm RÌNH RẬP mỗi đêm. Tập 568"	"3,790"	148	10		
	Vượt suối lớn...đến thăm đôi vợ chồng vui tính nhất miền núi. Tập 566	"3,141"	161	9		
	BẤT NGỜ VỊ SƯ vượt đường xa để đến chứng kiến cuộc sống NGHÈO ĐÓI của người RAGLAI. Tập 565	"3,242"	139	16		
	"TẬN CÙNG NỖI KHỔ phải sống trong căn chòi RÁCH NÁT, ở tận rừng sâu không ai tìm thấy. Tập 564"	"4,277"	163	7		
	Người mẹ NGHÈO bất ngờ nhận được TIN VUI sau cơn lũ tàn phá mọi thứ. Tập 563	"6,813"	215	7		
	NGUỒN NƯỚC từ số tiền của ÂN NHÂN đã cứu lấy gia đình nghèo trong căn chòi RÁCH NÁT. Tập 562	"3,590"	155	8		
	"Người đàn ông vô gia cư, sống trong CHUỒNG DÊ, cả đời không có vợ con. Tập 561"	"4,318"	197	12		
	"ĐÔI VỢ CHỒNG siêng năng nhất miền núi, ở tận rừng sâu, trong căn chòi TAN NÁT. Tập 560"	"5,694"	223	7		
	"XÓT XA người chồng khóc NỨC NỞ vì bệnh tật, chú heo cứu ĐÓI cả gia đình. Tập 559"	"3,832"	162	6		
	Sống trong căn chòi MỤC NÁT mưa BÃO đến không còn nơi để TRÚ ẨN. Tập 558	"9,752"	334	19		
	"15 năm sống trong HANG ĐÁ, 2 mẹ con VUI MỪNG khi ƯỚC MƠ đã thành sự thật. Tập 557"	"18,072"	457	23		
	HÀNH TRÌNH thực hiện ƯỚC MƠ lớn nhất cuộc đời cho gia đình 10 năm sống HANG ĐÁ. Tập 556	"16,376"	429	12		
	BẤT NGỜ người phụ nữ mắc nợ và bị xiết đất cũng vì CHÉN CƠM MANH ÁO. Tập 555	"5,435"	208	10		
	Hai mẹ con 15 năm trong HANG ĐÁ ước mơ căn nhà số 72 sẽ sớm trở thành sự thật. Tập 554	"6,032"	273	19		
	Người phụ nữ sống trong căn chòi RÁCH NÁT...mỗi ngày ăn cháo với măng thay CƠM. Tập 553	"8,608"	262	13		
	"""NƯỚC MẮT TUÔN RƠI"" VỠ OÀ cảm xúc khi ƯỚC MƠ đã trở thành sự thật. Tập 552"	"35,922"	816	61		
	PHẦN 1: HÀNH TRÌNH thực hiện ƯỚC MƠ cho gia đình nghèo khó nhất MIỀN NÚI. Tập 551	"7,197"	291	13		
	"Người vợ bị đuổi ra khỏi nhà vào NỬA ĐÊM, 4 mẹ con phải tim NHÀ HOANG để trú ẩn. Tập 551"	"7,681"	317	18		
	"3 mẹ con sống trên TẢNG ĐÁ lớn, ăn đu đủ để tồn tại, và ƯỚC MƠ của đúa con thơ. Tập 550"	"10,275"	287	10		
	"Kẻ trộm BẤT NGỜ đột nhập vào nhà, và cảm xúc của người nghèo khi nhận được quà lớn. Tập 549"	"25,020"	479	27		
	"TIN VUI dành cho người phụ nữ nghèo mắc phải căn BỆNH TIM, cả đời chỉ toàn NƯỚC MẮT. Tập 548"	"4,670"	213	9		
	"""SỐNG TRONG CĂN CHÒI MỤC NÁT"" chồng mất sớm, con bệnh tật, cuộc đời sẽ đi về đâu. Tập 547"	"4,209"	167	7		
	"Con rể đập phá chòi, khiến cho mẹ phải ở cạnh con suối nguy hiểm nhất núi rừng. Tập 546"	"4,958"	238	10		
	"Người phụ nữ không có nơi để TRÚ ẨN, ăn lá ĐU ĐỦ mỗi ngày để tồn tại. Tập 545"	"5,427"	214	12		
	"Người đàn ông KỲ LẠ sống ẩn danh, cực kì nghèo khổ trên đỉnh núi cao không ai tìm thấy. Tập 544"	"3,424"	161	9		
	"Cuộc đời BẾ TẮC của 2 cô gái nghèo, 2 số phận đầy bi thương, sự thật ít ai biết đến. Tập 543"	"7,377"	233	16		
	"NƯỚC MẮT người vợ khi bị bỏ rơi, đứa bé vô tội bị bạo hành vì giống NGƯỜI RỪNG.Tập 542"	"4,822"	225	13		
	"“SỐNG NHƯ NGƯỜI RỪNG” nghèo đến mức không gạo, bắp ngô là vị cứu tinh duy nhất. Tập 541"	"3,760"	160	8		
	XÓT XA cảnh 3 bà cháu nghèo phải ăn lá ĐU ĐỦ sống lay lắt giữa rừng. Tập 540	"8,003"	261	11		
	"Cô gái nghèo cầu xin chồng rời bỏ mình, vì cuộc sống ÉO LE không biết khi nào sẽ CH.ẾT. Tập 539"	"4,666"	190	12		
	"Người cha khóc NỨC NỞ, khi tận mắt chứng kiến dòng NƯỚC LŨ, đã cướp đi mạng sống con mình. Tập 538"	"9,262"	290	17		
	"Đôi vợ chồng nghèo dễ thương nhất MIỀN NÚI, không có nơi ở phải ăn KHOAI MÌ sống qua ngày. Tập 537"	"4,581"	174	4		
	"Người phụ nữ cả đời không có nhà cửa để ở, phải ôm con đi ĂN NHỜ Ở ĐẬU khi BÃO LŨ kéo đến. Tập 536"	"7,159"	252	16		
	"""VỠ ÒA CẢM XÚC"" khi ƯỚC MƠ đã trở thành sự thật, mọi người vui mừng giữa cơn bão lớn. Tập 535"	"14,186"	442	19		
	PHẦN 1: HÀNH TRÌNH thực hiện ƯỚC MƠ cho người nghèo giữa trận LŨ QUÉT không lối thoát. Tập 534	"3,717"	184	11		
	"Người phụ nữ NGHÈO dù bị chê xấu xí, chấp nhận ngủ cùng NGƯỜI LẠ để có con nuôi. Tập 533"	"4,554"	196	8		
	"Người phụ nữ sống ẨN CƯ trong rừng sâu, mỗi đêm ngủ cùng với gà trong căn chòi DỘT NÁT. Tập 532"	"4,467"	170	6		
	PHẦN 2: Vỡ oà cảm xúc khi ƯỚC MƠ của cô THIẾU NỮ nghèo đã trở thành sự thật. Tập 531	"16,268"	444	34		
	PHẦN 1: Vượt qua đoạn đường xấu nhất MIỀN NÚI để mang điều tuyệt vời đến với cô THIẾU NỮ. Tập 530	"9,333"	266	15		
	"Lời kể RỢN NGƯỜI khi dân làng đi tìm xác, và hành trình chinh phục đỉnh núi cao. Tập 529"	"4,320"	166	4		
	Chồng đột ngột QUA ĐỜI bỏ lại người phụ nữ sống trong căn chòi rách TE TUA. Tập 528	"3,654"	163	3		
	"Người cha khóc hết nước mắt, khi thấy cảnh con thơ vượt rừng núi xa xôi đi học. Tập 527"	"8,448"	288	9		
	THIẾU NỮ 16 tuổi phải ôm con thơ đi khắp rừng núi tìm nơi TRÚ ẨN khi mưa to gió lớn. Tập 526	"16,675"	314	11		
	"Người đàn ông rơi NƯỚC MẮT vì cuộc sống quá cực khổ, không có gì cho con ăn. Tập 525"	"4,956"	239	22		
	Truy tìm đôi vợ chồng nghèo sống trong hang đá 7 năm #tiếnnguyễntv #kếtnốiyêuthương #thiệnnguyện	"3,646"	80	0		
	"Mừng ơi là mừng, cuối cùng người phụ nữ nghèo cũng có nhà mới #tiếnnguyễntv #kếtnốiyêuthương"	"5,693"	120	2		
	"Người đàn ông nghèo rơi NƯỚC MẮT khi 2 vợ chồng mất cha, mất mẹ từ thuở còn thơ. Tập 524"	"2,275"	149	6		
	"Vợ chồng ĐÔI ĐŨA LỆCH cả đời sống trong HANG ĐÁ, nghèo khổ bị người đời dèm pha. Tập 523"	"4,995"	208	10		
	"Cậu bé nghèo 13 tuổi phải chăm lo cho gia đình, rơi nước mắt khi ƯỚC MƠ đã bị dập tắt. Tập 522"	"3,604"	191	12		
	“NGHÈO RỚT MỒNG TƠI” người phụ nữ trồng thực vật để ăn thay cơm. Tập 521	"2,275"	143	11		
	Vượt qua tổ ONG MẶT QUỶ nguy hiểm để đến thăm gia đình nghèo trên đỉnh núi. Tập 520	"9,650"	189	15		
	"Vì 1 phút nông nỗi người VỢ TRẺ đã bị sát hại, để lại nỗi đau thấu trời cho chồng con. Tập 519"	"8,427"	158	7		
	"NGHÈO ƠI LÀ NGHÈO, cha mất bị bạn bè chê cười và quyết tâm mãnh liệt từ cô bé xinh đẹp. Tập 518"	"6,098"	205	13		
	ƯỚC MƠ khao khát được đến trường của trẻ em NGHÈO trong năm học mới. Tập 517	"7,423"	187	16		
	"Sống trong căn chòi rách TE TUA, mỗi ngày phải bị ĐE DOẠ bởi người em TÂM THẦN. Tập 516"	"3,962"	166	15		
	GIẢ VỜ vào rừng sâu nghèo khổ để xin trẻ con về nuôi và cái kết BẤT NGỜ. Tập 515	"2,883"	135	11		
	"Hai đại gia chạm mặt nhau trên rừng núi NGHÈO KHỔ, 1 trong 2 đã rơi NƯỚC MẮT. Tập 514"	"3,823"	181	10		
	ƯỚC MƠ giản đơn của người dân NGHÈO ĐÓI đã trở thành sự thật. Tập 512	"8,643"	300	13		
	"Gia đình nghèo khổ nhất MIỀN NÚI, rơi NƯỚC MẮT với ƯỚC MƠ của trẻ thơ. Tập 511"	"6,266"	249	14		
	"ƯỚC MƠ thành sự thật ở tuổi 60, và những giọt NƯỚC MẮT rơi liên tục của người nghèo. Tập 510"	"15,516"	516	42		
	"Những hộ NGHÈO may mắn nhất núi rừng, nụ cười trên môi khi đã bớt khổ. Tập 509"	"8,194"	322	10		
	"BẤT NGỜ cụ bà nhận được món quà CỰC LỚN, vỡ oà khi ƯỚC MƠ đã thành sự thật. Tập 508"	"12,976"	446	34		
	Lời cảm ơn đẫm NƯỚC MẮT. Cuối cùng ƯỚC MƠ đã trở thành sự thật #tiếnnguyễntv #kếtnốiyêuthương	"3,949"	75	1		
	"Lời cảm ơn đẫm NƯỚC MẮT, cuối cùng ƯỚC MƠ của đôi vợ chồng cũng đã thành sự thật. Tập 507"	"18,004"	623	37		
	"CĂN NHÀ TÌNH THƯƠNG giữa núi rừng, bà mụ đỡ đẻ mừng RỚT NƯỚC MẮT. Tập 506"	"12,399"	429	28		
	"Cụ bà nghèo “VỠ OÀ CẢM XÚC” khi ƯỚC MƠ trở thành sự thật, căn nhà xinh đẹp được mọc lên. Tập 505"	"15,776"	570	34		
	"MTQ vượt hơn nửa vòng trái đất đến VIỆT NAM, 250 gia đình thay đổi cuộc sống. Tập 504"	"4,427"	187	20		
	"GIẢ VỜ vào xin tiền cụ bà nghèo khổ mua đồ ăn, ai ngờ bà cho 2 cây sắt đi bán kiếm tiền. Tập 504"	"5,310"	239	15		
	Cô bé xinh đẹp sống trong rừng ƯỚC MƠ làm cô giáo để nuôi mẹ già. Tập 503	"6,191"	239	14		
	"Người đàn ông cả đời SỢ HÃI phụ nữ, phải sống trong căn chòi nát cây cối đè sụp đổ. Tập 502"	"5,025"	208	19		
	Cả đời không chồng con phải làm VẤT VẢ để nuôi người em TÂM THẦN. Tập 501	"3,463"	175	11		
	Cả đời làm “MỤ ĐỠ ĐẺ TRONG RỪNG” phải đi lụm CỨ.C BÒ để đổi gạo ăn. Tập 499	"3,536"	175	10		
	“NGHÈO CÒN GẶP CÁI EO” chú NGHI bị kẻ lạ mặt trộm xe ngay giữa ban ngày. Tập 498	"2,634"	157	10		
	"Người đàn ông có 1 bàn tay và 3 bàn chân KÌ LẠ nhất thế giới, ẩn mình trong rừng sâu. Tập 497"	"2,828"	171	22		
	BẤT NGỜ bắt được RẮN LỚN chui vào nơi ở của người NGHÈO #tiếnnguyễntv #kếtnốiyêuthương #thiệnnguyện	"10,435"	97	0		
	Nỗi KHIẾP SỢ của người dân nghèo vào lúc nửa đêm trong rừng núi #tiếnnguyễntv #kếtnốiyêuthương	"2,423"	45	0		
	"HÀNH TRÌNH đi tìm lại sự sống, chị Lan BẤT NGỜ khi nhận được số tiền lớn. Tập 496"	"3,653"	200	18		
	Đột nhập vào trong gia đình nghèo khổ. GIẢ VỜ ăn trộm trứng gà và CÁI KẾT. Tập 495	"4,085"	226	10		
	"Cụ bà TRÚ ẨN trong rừng sâu không ai biết đến, cả đời chỉ sống chung với ĐỘNG VẬT. Tập 494"	"3,578"	172	11		
	"Sống trong căn chòi vịt đầy THẢM THƯƠNG, người đàn ông bị liệt nửa người bởi căn bệnh này. Tập 493"	"3,276"	162	9		
	"HÀNH TRÌNH thực hiện ƯỚC MƠ cho cô gái trẻ, và những nguy hiểm luôn rình rập trong rừng. Tập 492"	"6,959"	293	21		
	“MỪNG RỚT NƯỚC MẮT” dù ở căn chòi ĐỔ NÁT nhưng vẫn có gà để làm điểm tựa để phát triển. Tập 491	"4,444"	190	18		
	Cô gái trẻ VỠ OÀ CẢM XÚC khi nhận được gà để nuôi phát triển KINH TẾ trong rừng sâu. Tập 490	"5,840"	256	16		
	Lời kể RỢN NGƯỜI lúc nửa đêm trong căn chòi dưới chân núi của NGƯỜI NGHÈO. Tập 489	"2,816"	170	8		
	Người phụ nữ giấu mặt BẤT NGỜ xuất hiện nói về hoàn cảnh của 5 mẹ con KHỜ. Tập 488	"4,451"	183	11		
	Người phụ nữ CƯỜI RỚT RĂNG khi khi nhận được gà để có cơ hội phát triển KINH TẾ. Tập 487	"4,407"	213	14		
	"Sống trong căn chòi DỘT NÁT, người phụ nữ khóc NỨC NỞ vì quá khổ. Tập 486"	"4,381"	179	13		
	THỬ LÒNG người phụ nữ bán chiếc kính mạ vàng để trả nợ #tiếnnguyễntv #kếtnốiyêuthương #giadinh	"3,270"	42	2		
	"Người phụ nữ BỆNH LAO cả đời nhặt VE CHAI, cầu xin được SỐNG SÓT. Tập 485"	"3,227"	167	13		
	MẠNH THƯỜNG QUÂN vượt hàng trăm KM mang niềm vui đến với người nghèo #tiếnnguyễntv #giadinh	"3,287"	59	2		
	THIẾU NỮ 20 tuổi chấp nhận NGHÈO KHỔ ôm con vào rừng sâu TRÚ ẨN. Tập 484	"7,586"	255	17		
	GIẢ VỜ lạc đường vào tận rừng sâu gặp trẻ em miền núi và CÁI KẾT đầy bất ngờ. Tập 483	"4,790"	200	16		
	"“VỠ OÀ CẢM XÚC” khi ƯỚC MƠ đã trở thành sự thật, đổi đời chỉ sau 1 đêm. Tập 482"	"10,333"	409	43		
	THỬ LÒNG chị lan bán chiếc kính mạ vàng để trả nợ VÀ CÁI KẾT. Tập 481	"5,409"	171	13		
	"Cô bé 20 tuổi bị chồng dụ dỗ và bỏ rơi, lần đầu được ăn món ngon nhất trên đời #tiếnnguyễntv"	"11,900"	122	1		
	"Quay trở lại nơi ở cũ của 4 mẹ con sống trong HANG ĐÁ, bất ngờ khi chứng kiến điều này. Tập 480"	"7,132"	246	12		
	Phải BÒ LẾT dưới đất giữa trời nắng để kiếm tiền lo cho cha mẹ #tiếnnguyễntv #thiệnnguyện #cuocsong	"3,105"	43	1		
	"Chồng nhẫn tâm BỎ RƠI, cô gái trẻ phải ôm con vào rừng TRÚ ẨN để tìm cuộc sống mới. Tập 479"	"15,801"	395	35		
	"CHO ĐI LÀ CÒN MÃI, nụ cười hạnh phúc của người NGHÈO miền núi #tiếnnguyễntv #kếtnốiyêuthương"	"2,050"	49	1		
	"Gặp SỰ CỐ trên đường, chạy đua với thời gian để nhìn thấy nụ cười của NGƯỜI NGHÈO. Tập 478"	"2,894"	180	15		
	"CƠN MƯA LỚN đã lấy đi căn chòi của 3 bà cháu, ƯƠM MẦM hạt giống để TỒN TẠI. Tập 477"	"3,159"	147	13		
	"Sống trong “CĂN CHÒI THÊ THẢM” dưới gốc cây, 2 bà cháu không còn gì để ăn. Tập 476"	"3,910"	171	9		
	"Cụ bà sống ẨN CƯ bên trong khu vực nhiều RẮN ĐỘC, phải đi xin ăn để TỒN TẠI. Tập 475"	"2,720"	130	9		
	"Mong muốn có được một tình yêu ĐÍCH THỰC, không ngờ bị 3 người chồng nhẫn tâm BỎ RƠI. Tập 473"	"10,599"	301	14		
	"Vùng đất nghèo KẺ ĂN KHÔNG HẾT, NGƯỜI LẦN KHÔNG RA trẻ em nghèo có được ƯỚC MƠ. Tập 472"	"4,683"	196	14		
	"Ông cụ sống ẩn mình trong rừng suốt nhiều năm, chỉ mong muốn có thịt để ăn. Tập 471"	"4,503"	199	14		
	"Sống trong CĂN CHÒI RÁCH NÁT tã tơi vì mưa gió gây ra, không còn nơi nào ở được. Tập 470"	"7,530"	233	17		
	"Cuộc sống NGHÈO ĐÓI của người nghèo, và những món ăn ĐẶC BIỆT ít có ai dám ăn. Tập 469"	"7,521"	230	12		
	"KHÔNG AI KHỔ BẰNG, chồng nghiện rượu qua đời chỉ để lại cho vợ CĂN CHÒI ĐỔ NÁT. Tập 468"	"13,125"	346	16		
	Người phụ nữ bị chồng ĐÁNH ĐẬP vỡ oà cảm xúc khi ƯỚC MƠ đã thành sự thật. Tập 467	"42,725"	907	84		
	"XÓT XA trước cảnh 2 vợ chồng bệnh đau, phải đi mượn tiền nhưng bị ĐUỔI về. Tập 466"	"5,463"	211	10		
	ƯỚC MƠ của gia đình nghèo trở nên THẤT BẠI vì 1 lý do không ai ngờ tới. Tập 465	"12,275"	433	33		
	"Người phụ nữ khóc NỨC NỞ, cứ ngỡ mọi thứ chỉ là GIẤC MƠ. Tập 464"	"54,426"	"1,304"	93		
	VUI MỪNG gia đình người phụ nữ BỆNH LAO PHỔI khi có NHÀ và GÀ đã không còn khổ như trước. Tập 463	"6,891"	272	21		
	"Cha mẹ bỏ con giữa cuộc đời nghèo khổ, ăn bắp chuối thay cơm để tồn tại qua ngày. Tập 463"	"6,644"	219	21		
	"Cả gia đình sống trong CĂN CHÒI RÁCH ước mơ có thịt để ăn, có nơi để ở. Tập 462"	"9,272"	290	19		
	Người phụ nữ TÀN TẬT bật khóc NỞ NỞ khi bị cháu đuổi ra khỏi nhà. Tập 461	"4,894"	226	14		
	Vào tận rừng sâu tìm kiếm cặp vợ chồng ĐÔI ĐŨA LỆCH sống trong căn chòi rách thảm thương. Tập 460	"5,581"	195	10		
	"Người đàn ông nghèo, vì quá nhớ vợ nên quyết định cả đời chỉ sống với ĐỘNG VẬT. Tập 459"	"5,699"	207	10		
	Người phụ nữ nghèo OÀ KHÓC vì thấy người lạ đến nhà bắt sang CAMPUCHIA. Tập 458	"7,978"	299	17		
	“3 MẸ CON CẢ ĐỜI SỐNG TRONG HANG ĐÁ” vui mừng khi thực hiện được ƯỚC MƠ chăn nuôi. Tập 457	"9,577"	282	17		
	“NGƯỜI PHỤ NỮ VỠ OÀ CẢM XÚC” bỗng dưng ƯỚC MƠ trở thành sự thật. Tập 456	"21,531"	635	43		
	"“Gạo không đủ ăn, áo không đủ mặc” sống trong CĂN CHÒI RÁCH khi chồng qua đời. Tập 455"	"6,168"	219	13		
	Bà cụ sống cô đơn trong núi vui mừng oà khóc vì lần đầu được nhận gạo trong đời. Tập 454	"6,148"	240	12		
	"Bà lão 15 năm sống CÔ ĐỘC trong rừng sâu không có gạo ăn, chỉ mặc 1 bộ đồ duy nhất. Tập 453"	"9,464"	297	16		
	"3 bà cháu sống trong CĂN CHÒI RÁCH, phải dùng thức ăn RUỒI BU KIẾN ĐẬU để tồn tại. Tập 452"	"10,208"	277	13		
	Người phụ nữ OÀ KHÓC khi vừa có NHÀ VÀ GÀ sau khi người chồng qua đời. Tập 451	"28,323"	643	33		
	"Người đàn ông nghèo, cả đời chỉ sống chung với ĐỘNG VẬT xem khỉ là người vợ đã mất. Tập 450"	"192,300"	"1,856"	65		
	"GIA ĐÌNH NGHÈO VỠ OÀ CẢM XÚC, bỗng dưng ƯỚC MƠ trở thành sự thật. Tập 449"	"51,899"	801	49		
	"CĂN NHÀ MƠ ƯỚC ĐẸP LUNG LINH trong rừng sâu, 6 mẹ con mừng RỚT NƯỚC MẮT. Tập 448"	"55,161"	"1,165"	65		
	"Sống trong CĂN CHÒI MỤC NÁT, 20 nhặt PHÂN BÒ để đổi gạo ăn. Tập 447"	"4,958"	183	16		
	“SỐNG TRONG CĂN CHÒI DỘT NÁT” phải nhổ CỦ KHOAI ĐỘC HẠI để có tiền nuôi con. Tập 446	"9,209"	223	17		
	Những giọt nước mắt và ƯỚC MƠ của người phụ nữ BỆNH LAO PHỔI dành cho con của mình. Tập 444	"4,709"	184	17		
	Chồng rời khỏi thế gian bỏ lại 3 mẹ con sống KHỔ SỞ trong căn chòi RÁCH NÁT. Tập 443	"6,895"	236	12		
	"Sống trong căn chòi sắp ĐỔ NÁT trên núi cao, ƯỚC MƠ có cá khô để mà ăn. Tập 442"	"6,450"	238	24		
	"Cô gái trẻ mang bụng bầu to, bán hết đất đai để đổi lấy nguồn nước từ thiên nhiên. Tập 441"	"14,343"	278	12		
	"Sống trong CĂN CHÒI SỤP ĐỔ, bé gái phải chịu cảnh HÀNH HẠ ĐÁNH ĐẬP suốt thời gian dài. Tập 440"	"70,530"	809	68		
	"Hai vợ chồng ăn ngủ ở rừng, nghèo khổ đến mức 1 hạt gạo không có mà ăn. Tập 439"	"8,822"	271	19		
	Cậu Bé Kì Lạ Nhất Thế Giới Không Thể Tin Là Họ Còn Tồn Tại Bên Trong Rừng Sâu. Tập 438	"6,623"	204	17		
	"HÀNH TRÌNH vượt dốc đá, để dựng lên CĂN NHÀ đẹp lung linh giữa núi rừng. Tập 438"	"16,504"	456	26		
