"Title","ID","Created Date","Updated Date","Owner","Url","Description","Category","All Categories (List)","New Homes  (List)","Rock Houses (List)","Livelihood Struggles (List)","Families with Young Children (List)","Single Parents (List)","Medical Issues (List)","Seniors (List)","Living Alone (List)","People with Disabilities (List)","Community (List)","Water Supply System (List)","Chickens (List)"
"Người phụ nữ bị chồng ĐÁNH ĐẬP vỡ oà cảm xúc khi ƯỚC MƠ đã thành sự thật. Tập 467","24752911-9e51-481a-8fdf-59f65208c736",2025-05-29T01:28:17Z,2025-06-05T02:58:19Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=CJ7cFBF_1Eo","Video này nêu bật quá trình xây dựng gần 50 ngôi nhà trong năm qua, mỗi ngôi nhà được xây dựng bằng vật liệu chất lượng cao theo tiêu chuẩn quốc gia về độ bền trong điều kiện khí hậu miền núi. Những ngôi nhà này có các tính năng an toàn như lan can, chốt và móc trên cửa để đảm bảo an toàn cho trẻ em. Mục tiêu là lắp đặt đường ống nước cho các gia đình ở vùng núi hiện đang uống nước bẩn, chưa lọc. Việc xây dựng nhà ở vùng núi đòi hỏi phải thuê công nhân địa phương để mang vật liệu lên những con đường gồ ghề. Video cũng chia sẻ những câu chuyện cá nhân, chẳng hạn như một nhà hảo tâm ẩn danh tài trợ một ngôi nhà cho một người phụ nữ và các con của bà trước đây sống dưới một cây điều. Nỗ lực này nhằm mục đích mang lại hy vọng, sự ổn định và một khởi đầu mới cho các gia đình.","New Homes","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Cả gia đình lên đỉnh núi cao sống trong chuồng dê bỏ hoang, phải chia nhau 1 gói mì để ăn. Tập 213","25516480-6733-4f7f-90d4-e9c5fe238b08",2025-05-29T01:28:17Z,2025-09-22T18:12:37Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=G0BK28uMFFY","Một gia đình gồm 5-6 người sống trong cảnh nghèo đói cùng cực trong một chuồng dê mục nát trên núi, thiếu thức ăn, nước sạch, điện và nơi trú ẩn thích hợp. Họ dựa vào việc chia nhau những gói mì ăn liền và phải đi bộ hàng giờ để đến ngôi làng gần nhất để mua nhu yếu phẩm. Trẻ em ốm yếu và suy dinh dưỡng, không được chăm sóc sức khỏe, và một cô con gái 12 tuổi đã bỏ học vì khó khăn về tài chính. Bà ngoại, một bà mẹ đơn thân, chăm sóc ba đứa con trong khi người mẹ đi làm, minh họa cho tình trạng nghèo đói liên thế hệ. Bất chấp hoàn cảnh khắc nghiệt của mình, gia đình này thể hiện khả năng phục hồi thông qua thói quen hàng ngày và sự tháo vát trong việc xây dựng nhà cửa từ những vật liệu hạn chế.
","Families with Young Children","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Người PHỤ NỮ mất chồng..không dám ở nhà sợ người xấu và những điều KÌ LẠ khi về đêm. Tập 41","26929cac-3325-490c-8f57-1e324b1470b4",2025-05-29T01:28:16Z,2025-09-22T17:55:48Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=B8l9QdwSOnE","Video này kể về câu chuyện của ba chị em lớn tuổi, sống cùng nhau trong một túp lều đơn sơ. Họ độc lập và tháo vát, trồng cây đào và chuối trên đất của mình và sử dụng một con suối gần đó để lấy nước. Bất chấp tuổi tác và những thách thức, hai chị em thể hiện khả năng phục hồi đáng kinh ngạc trong việc duy trì sinh kế của mình.","Livelihood Struggles","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Người đàn ông tội nghiệp đã rơi nước mắt khi Tiến và vợ anh ấy mất cha mẹ từ thuở ấu thơ.","269fe1b1-3e4f-49fc-83d0-293f059e2057",2025-08-26T11:47:30Z,2025-08-26T11:47:30Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=bkz_yAI_pb0&ab_channel=Ti%E1%BA%BFnNguy%E1%BB%85nTV","Hôm nay, chúng ta sẽ cùng khám phá cuộc sống mưu sinh đầy khó khăn nhưng cũng thật giản dị của một cặp vợ chồng lớn tuổi ở vùng núi. Dù không có sự hỗ trợ, họ vẫn sống hòa mình với thiên nhiên, trồng trọt và hái lượm để duy trì cuộc sống hàng ngày. Hãy cùng theo dõi để hiểu thêm về cách họ đã thích nghi và tìm thấy niềm vui trong những điều giản đơn nhất.","Livelihood Struggles","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"KHÔNG AI KHỔ BẰNG, chồng nghiện rượu qua đời chỉ để lại cho vợ CĂN CHÒI ĐỔ NÁT. Tập 468","274949ef-7f02-4c78-bfd7-803162eef0c3",2025-05-29T01:28:17Z,2025-06-05T02:58:08Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=IxrCSIRhnMc","Một gia đình vật lộn với nhà ở không đủ tiêu chuẩn, mái nhà bị hư hỏng, không có nước sạch và khu vực sinh hoạt đầy bụi. Họ phải đối mặt với tình trạng thiếu nước nghiêm trọng, người vợ phải đi bộ đến một hồ chứa nước ở làng xa để lấy nước. Chế độ ăn của họ cực kỳ hạn chế, chủ yếu gồm canh đu đủ sống, cá khô và cơm, nấu trên lửa. Sự nghèo đói của gia đình có liên quan đến chứng nghiện rượu của người chồng đã khuất, khiến anh ta tiêu hết tiền vào rượu. Người vợ thường giấu thức ăn để đảm bảo con cái có thể ăn. Những đứa trẻ đến trường với cặp sách bị hỏng và chỉ có mì ăn liền để ăn.","Single Parents","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"VỢ CHỒNG NGƯỜI RỪNG nhận được MÓN QUÀ QUÝ GIÁ sau 30 năm ngủ bờ ngủ bụi trong rừng. Tập 157","28711dd9-b312-4a2f-94f8-f616a379640c",2025-05-29T01:28:17Z,2025-09-22T18:07:18Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=hnSHkP_LoqQ","Trước đây, họ phải đối mặt với những thách thức như khó khăn khi tiếp cận ngôi làng và việc chặt củi hàng ngày. Ngôi nhà mới của họ có mái bằng xốp cách nhiệt, giữ cho ngôi nhà mát mẻ bất chấp gió, mang đến giải pháp lâu dài. Cặp đôi này bày tỏ lòng biết ơn sâu sắc đối với ngôi nhà mới của họ, gọi đó là giấc mơ được mong đợi từ lâu, giải thoát họ khỏi nỗi sợ côn trùng và thời tiết mưa, cải thiện đáng kể cuộc sống hàng ngày của họ.","New Homes","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Chàng trai tật bẩm sinh có NGHỊ LỰC sống..ước có phép màu để mẹ được sống lại về bên cạnh mình tập21","2901115b-4f55-466d-b823-31b3765e5eb5",2025-05-29T01:28:16Z,2025-09-22T17:51:26Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=PFC5LmoqOUI","Một chàng trai trẻ khuyết tật sống cùng ba anh chị em trong một ngôi làng miền núi xa xôi, phải đối mặt với cảnh nghèo đói cùng cực và phải dựa vào nguồn thức ăn rất cơ bản. Mặc dù bị khuyết tật từ khi sinh ra và bị cha bỏ rơi sau khi mẹ mất, anh vẫn thể hiện khả năng phục hồi đáng kinh ngạc. Anh thể hiện nỗi buồn sâu sắc và sự hối tiếc của mình dành cho mẹ thông qua một bài hát chân thành, và mặc dù gặp phải những thách thức về thể chất và cảm xúc, anh vẫn duy trì thái độ tích cực bằng cách tìm thấy niềm vui khi hát cho gia đình mình.","People with Disabilities","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Người em VẤT VẢ lo từng miếng ăn cho chị mình..sợ chị đi lạc sẽ không gặp lại được nữa. Tập 29","29aa06ae-dfcf-483d-8414-67333f38e2d9",2025-05-29T01:28:16Z,2025-09-22T17:54:34Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=_rUG9b-yBVI","Cuộc sống đầy thử thách của một cô gái trẻ sống trong một túp lều tre trên núi với dì của mình, người đã bị bệnh tâm thần trong hơn một thập kỷ. Bị cô lập khỏi xã hội và không có sự hỗ trợ bên ngoài, cô đã là người chăm sóc duy nhất của dì mình trong 10 năm qua kể từ khi mẹ cô qua đời, chịu trách nhiệm tìm kiếm thức ăn và đáp ứng các nhu cầu cơ bản của họ. Gia đình phải đối mặt với khó khăn kinh tế nghiêm trọng","People with Disabilities","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"“MỘT MÌNH NUÔI 3 ĐỨA CON VÀ NGƯỜI EM BỊ THẦN KINH” phải ăn đồ rừng để tồn tại. Tập 392","29ad7e38-5cd8-4c51-81f2-0408db05272a",2025-05-29T01:28:17Z,2025-09-22T18:20:14Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=Eocp0bJ8VWc","Một gia đình sống trong một túp lều trên một sườn núi, vật lộn trong hai năm vì nghèo đói và thiếu thốn tài nguyên. Nguồn nước của họ là một con suối gần túp lều của họ, được sử dụng trong hai năm mà không có vấn đề gì. Cuộc sống hàng ngày xoay quanh việc làm nông, chăn nuôi và thu hoạch mùa màng, với trẻ em giúp việc nhà và kiếm củi. Cháo ngô với đậu và ngô nếp là món ăn thường xuyên. Thu nhập của gia đình đến từ việc bán mùa màng, chăn nuôi và người chồng làm bảo vệ rừng.
","Families with Young Children","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"“CHỒNG MẤT, CON THEO VỢ” bỏ lại người phụ nữ sống cô độc trong rừng núi. Tập 413","2a26c780-a8eb-4577-888d-e543ddab279d",2025-05-29T01:28:17Z,2025-09-22T18:21:58Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=-lDWATx1DSw","Một người phụ nữ sống một mình trong một túp lều 2 năm tuổi có lỗ thủng, đối mặt với những khó khăn cực độ trong một khu rừng và núi với đứa con út của mình. Công việc hàng ngày của cô là thu hoạch hành tím trong ca làm việc 12 giờ với mức lương 300.000-400.000 đồng một đêm, chịu đựng đau đớn về thể xác và nhiều giờ làm việc. Gia đình gồm toàn phụ nữ, với chứng nghiện rượu của người chồng dẫn đến việc anh ta bỏ đi, nhưng người phụ nữ vẫn chọn ở lại. Người phụ nữ mơ về một ngôi nhà nhỏ, hạnh phúc với đèn năng lượng mặt trời và một nơi trú ẩn tử tế.
","Single Parents","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"KHÔNG AI KHỔ BẰNG, ông cụ bà sống trong rừng sâu phải ăn lá rừng để tồn tại qua ngày. Tập 399","2a47c14b-d025-4bba-be42-376d84a8efa6",2025-05-29T01:28:17Z,2025-09-22T18:20:47Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=xNOkFO3weQM","Một cặp vợ chồng sống trong cảnh nghèo đói cùng cực trong một túp lều đổ nát trên núi trong 20 năm, không có điện, nước máy hoặc tiện nghi hiện đại. Họ thu thập phân bò vào mùa nắng để sử dụng trong mùa mưa để mua gạo và thức ăn. Cặp vợ chồng phải lấy nước từ một con kênh và đốt củi để sưởi ấm và sấy khô. Túp lều của họ được làm bằng vật liệu bạc bị mục nát và mòn, cần thay thế sau mỗi vài năm và khung của nó được dựng lên từ những cây họ trồng. Chế độ ăn hàng ngày của họ bao gồm lá chua, lá chua dại và cháo, với cá khô, tôm và mì ăn liền là món ăn có giá trị nhất của họ. Bà Da đã 80 tuổi nhưng vẫn chăm sóc ông TH và các nhu cầu hàng ngày của họ, không có con cái hoặc người thân hỗ trợ.
","Seniors","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"CỤ ÔNG với thân hình GẦY GÒ nhỏ bé..Và bó củi nặng trên vai. Tập 01","2adfca8f-0f06-478f-9eab-5b99ab9d5d48",2025-05-29T01:28:16Z,2025-09-22T17:48:41Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=a7IrJiOc3pg","Một người đàn ông 65 tuổi sống một mình trong một ngôi làng. Ông được miêu tả là đang vật lộn để mang một cây Trung Trung cực kỳ nặng, mà ông định dùng làm củi cháy lâu để nấu cháo ngô. Nỗ lực này khiến ông đổ mồ hôi đầm đìa và khóc, làm nổi bật sự căng thẳng về thể chất to lớn. Bất chấp khó khăn và thực tế là loại củi này rất đắt, ông vẫn quyết tâm mang nó về nhà để đảm bảo có nhiên liệu nấu ăn. Không có gia đình, ông dựa vào lòng tốt của người khác để được hỗ trợ, nhưng khả năng phục hồi và sự kiên trì của ông tỏa sáng khi ông tự mình giải quyết nhiệm vụ khó khăn này.","Seniors","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"“CHẤN ĐỘNG MIỀN NÚI” người phụ nữ trẻ tuổi quyết định đổi 2 đứa con lấy VÉ SỐ TRÚNG. Tập 433","2ae14ed9-fa6f-4adc-87bf-a24bd573d284",2025-05-29T01:28:17Z,2025-09-22T18:24:05Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=pHXcggxrKSw","Một bà mẹ đơn thân 27 tuổi và năm đứa con của bà đã sống trong một túp lều đổ nát ở một vùng núi trong 2-3 năm, chịu đựng mái nhà dột nát, không có điện và không có nước máy. Thu nhập hàng ngày của họ là 14.000 đồng từ việc bán rau không đủ cho nhu cầu cơ bản của họ, mặc dù có đất đai màu mỡ. Môi trường sống của gia đình rất nguy hiểm do có rắn độc. Những đứa trẻ bị suy dinh dưỡng và ốm yếu, chủ yếu sống bằng chế độ ăn lá và đu đủ, với chế độ dinh dưỡng và chăm sóc y tế phù hợp hạn chế. Người mẹ phải gánh vác trách nhiệm chăm sóc, và những đứa trẻ cực kỳ nhút nhát và chen chúc. Gia đình phải lấy nước từ một con suối lạnh và kinh tởm, và những đứa trẻ ngủ và ăn trên mặt đất, làm nổi bật sự thiếu thốn và nhu cầu cơ bản của họ.
","Families with Young Children","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Lời kể RỢN NGƯỜI khi về đêm..của CỤ BÀ sống CÔ ĐỘC dưới chân núi. Tập 47","2b091807-c400-4b34-8d6a-fa5d84ad9836",2025-05-29T01:28:16Z,2025-09-22T17:56:33Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=UXWnvXGaCXM","Một phụ nữ lớn tuổi sống một mình trong một túp lều đổ nát trong rừng, vật lộn với sức khỏe kém và khả năng di chuyển hạn chế. Bà sống bằng thức ăn ít ỏi và dựa vào một con suối gần đó để lấy nước. Tình trạng thể chất của bà, bao gồm teo cơ và chân yếu, khiến việc đi lại trở nên khó khăn.","Living Alone","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"CỤ ÔNG sống như người vô gia cư trong rừng, vào chòi của người lạ ở khi nào đuổi thì đi. Tập 350","2b379196-52dc-474b-8d84-40ef32f7714a",2025-05-29T01:28:17Z,2025-09-22T18:16:34Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=VjWPGx0u70I","Một người đàn ông 62 tuổi sống một mình trong một túp lều bỏ hoang trong rừng hơn một thập kỷ, kiếm sống bằng nghề bán phân bò và cá khô. Chế độ ăn của ông cực kỳ hạn chế, chủ yếu là cá khô trong nhiều tháng mà không có gia vị. Ông đã bị thương ở chân mãn tính, bị nhiễm trùng trong năm năm, không đủ khả năng chi trả cho việc chăm sóc y tế. Sống trong một túp lều nhỏ với tài sản tối thiểu, ông thiếu những tiện nghi cơ bản như chăn, màn chống muỗi, điện và nước máy, phải dựa vào đèn pin và lửa trại vào ban đêm để sưởi ấm. Ước mơ của ông rất khiêm tốn, ông mong muốn có đèn năng lượng mặt trời, màn chống muỗi, gà, cây giống và đồ dùng nấu ăn cơ bản để cải thiện điều kiện sống khốn khổ của mình.
","Seniors","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Sống trong căn chòi hai vách, nơi TRÚ ẨN chưa ai biết sự nghèo khổ của người ĐỒNG BÀO CƠ HO. Tập 211","2bb3fdae-dcdf-4a41-aca7-cf4b261621f2",2025-05-29T01:28:17Z,2025-09-22T18:12:24Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=dlojSYqmqo8","Một gia đình nghèo khó sống trong một túp lều hai bức tường làm bằng tôn và gỗ trong rừng sâu của tỉnh Linh Thuận. Họ không có điện và nước máy, phải dựa vào đèn pin và lửa để đáp ứng nhu cầu cơ bản. Nguồn nước của họ bị ô nhiễm, buộc họ phải lấy nước từ một con suối chung. Chế độ ăn uống của họ chủ yếu bao gồm rau dại, lá núi và trái cây, với thịt là một món ăn hiếm hoi. Người chú và người dì lớn tuổi, 55 và 50 tuổi, kiếm được rất ít tiền và không có tiền tiết kiệm, và các thành viên trong gia đình mắc bệnh, phải dựa vào các phương pháp chữa bệnh truyền thống do thiếu chăm sóc y tế. Gia đình không được tiếp cận với giáo dục hoặc đào tạo nghề, trẻ em thường bị buộc phải làm việc để hỗ trợ gia đình.","Livelihood Struggles","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"NGƯỜI CHA NGỘ NGHÈO, NGHÈO QUÁ, qua đời và bị bạn bè chế giễu cùng với quyết tâm mạnh mẽ của một người đẹp... Tập 519","2bd11151-c51b-4f23-95be-5e91dadf7505",2025-08-14T11:26:35Z,2025-09-23T18:15:50Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=vX2SOdwZOa4","Khám phá câu chuyện đầy cảm hứng về sự kiên cường của một gia đình sau khi người cha qua đời. Chứng kiến cách người mẹ và các con vượt qua cảnh nghèo cùng cực bằng sức mạnh và sự quyết tâm. Video này nêu bật những thách thức hàng ngày và niềm hy vọng kiên định của họ về một tương lai tươi sáng hơn. Khám phá ngôi nhà tạm bợ và cách họ tìm thấy động lực để xây dựng một cuộc sống tốt đẹp hơn bất chấp những khó khăn tưởng chừng không thể vượt qua.","Livelihood Struggles","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Bị CON RUỘT ĐUỔI RA KHỎI NHÀ. CỤ BÀ khóc cạn nước mắt vì không sống nổi nữa. Tập 71","2c380032-d711-44c9-a42e-52c02b06e671",2025-05-29T01:28:16Z,2025-09-22T17:58:54Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=akc_f4cAENY","Hoàn cảnh đau lòng của một cụ bà 70 tuổi sống một mình trong một túp lều trên núi ở tỉnh Ninh Thuận, Việt Nam. Bà sống bằng nghề nhặt phân bò và bán phân, kiếm được 40.000 đồng mỗi ngày. Trong 20-30 năm, bà Mo Kim sống trong cảnh cô lập, bị chính con cháu bỏ rơi vì sợ bà sẽ trở thành gánh nặng tài chính. Gia đình lao động của bà hoàn toàn không quan tâm đến sức khỏe của bà, từ chối đến thăm hoặc hỗ trợ bà. Bà phải tự lo liệu mọi thứ, nhặt phân, lấy nước từ một con suối xa và tự nấu ăn với nguồn tài nguyên hạn chế. Bà phải đi ăn xin gạo để nấu cháo, cho thấy tình trạng mất an ninh lương thực nghiêm trọng của bà.
","Living Alone","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"VỤ NỔ TUYỆT VỜI"" khi GIẤC MƠ trở thành hiện thực, mọi người đều vui mừng giữa cơn bão lớn. Tập 535","2d70b5cc-ac29-487c-92d9-3ec39bf56b8f",2025-09-17T13:22:22Z,2025-09-17T13:22:22Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=B8LEPSJBM7c","Hãy cùng khám phá video về hành trình xây dựng một ngôi nhà mới ở vùng cao, mang lại cuộc sống tốt đẹp hơn cho một gia đình. Ngôi nhà được xây dựng từ tôn cách nhiệt với đầy đủ tiện nghi như quạt năng lượng mặt trời và bồn nước, tạo nên một không gian sống an toàn và ấm áp.

Video này không chỉ ghi lại quá trình thi công nhanh chóng mà còn là lời tri ân sâu sắc đến những tấm lòng hảo tâm đã giúp ước mơ có một mái nhà kiên cố của gia đình trở thành hiện thực. Hãy theo dõi hành trình đầy ý nghĩa này!","New Homes","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"Giấc mơ giản dị của những người NGHÈO đã trở thành hiện thực. Tập 512","2e5591fc-c83f-49a2-8512-3d5fdb644538",2025-07-27T14:07:15Z,2025-09-23T18:18:55Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=v-9bWXUhtQY","Hãy cùng chú xem cách chúng ta tạo ra sự khác biệt thực sự trong cuộc sống của những người phải đối mặt với cảnh nghèo cùng cực ở vùng núi Việt Nam! Video này cho thấy cách chúng ta đã xây một ngôi nhà đơn giản nhưng thay đổi cuộc đời cho một người đàn ông khuyết tật. Chúng ta cũng đã giúp gia đình ông ấy với một chuồng gà, giúp họ tự túc hơn. Hãy đến xem tác động sâu sắc của việc cung cấp hỗ trợ thiết yếu và cơ hội cho những cộng đồng kiên cường này!","Chickens","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
"CỤ ÔNG LANG THANG..bị MẤT MỘT TAY và MỘT CHÂN không cần sự giúp đỡ từ ai. Tập 66","2e57ec46-f4d5-4705-9c09-f15c7e5420e2",2025-05-29T01:28:16Z,2025-09-22T17:58:22Z,"7b3183f5-d0f4-48cc-a966-9af608e26ee6","https://www.youtube.com/watch?v=FkujqfvxUjQ","Video này nêu bật cảnh nghèo đói và khó khăn nghiêm trọng mà hai người cao tuổi phải đối mặt: Bác Nga C và Bà Nội Tâm. Bác Nga C sống trong một ngôi nhà lá dừa, chỉ ăn một bữa bánh mì hoặc đậu phộng mỗi ngày. Ông mắc một tình trạng bẩm sinh hoặc tai nạn nhôm khiến tay chân bị cục u, hạn chế nghiêm trọng khả năng vận động của ông. Bà Nội Tâm, 67 tuổi, liều mạng sống hàng ngày băng qua các xa lộ quốc gia để thu gom và bán phế liệu, một công việc nguy hiểm mà bà đã thực hiện trong 26 năm mặc dù bà sợ chết. Cả hai đều sống trong những ngôi nhà tạm bợ.","People with Disabilities","/all-categories/","/nha-moi/","/nha-da/","/cuoc-song-kho-khan/","/gia-dinh-co-con-nho/","/cha-me-don-than/","/van-de-suc-khoe/","/nguoi-lon-tuoi/","/song-mot-minh/","/nguoi-khyet-tat/","/cong-dong/","/he-thong-cap-nuoc/","/chickens/"
